model,ref_estimator,dataset,t0,horizon,subgroup,action,ref_mu_0,ref_mu_1,ref_mu_2,ref_mu_3,ref_mu_4,ref_mu_5,ref_ci_low_0,ref_ci_low_1,ref_ci_low_2,ref_ci_low_3,ref_ci_low_4,ref_ci_low_5,ref_ci_high_0,ref_ci_high_1,ref_ci_high_2,ref_ci_high_3,ref_ci_high_4,ref_ci_high_5,gen_mu_0,gen_mu_1,gen_mu_2,gen_mu_3,gen_mu_4,gen_mu_5,gen_std_0,gen_std_1,gen_std_2,gen_std_3,gen_std_4,gen_std_5,n_effective
rcgan,gformula,oulad,10,5,high,1,0.5648958086967468,0.5645873546600342,0.5641896724700928,0.5638644695281982,0.5636834502220154,0.5636407732963562,0.5645853281021118,0.5643098950386047,0.5639218091964722,0.5636413097381592,0.5634561777114868,0.5634632110595703,0.5652034282684326,0.5648767948150635,0.5644335150718689,0.5640674829483032,0.5639185309410095,0.5638518929481506,0.9894635230302808,0.9898441299600551,0.9886375991503396,0.9896730490420993,,,2.490726819528209e-05,2.6282380446867935e-05,8.220252873559164e-05,7.637258503428728e-05,,,1918
vae,gformula,oulad,0,5,all,0,0.536902666091919,0.5486131906509399,0.5557405948638916,0.5598626136779785,0.5620431900024414,0.5632270574569702,0.5368096828460693,0.548474133014679,0.555582582950592,0.5596966743469238,0.5618799328804016,0.5630406141281128,0.537001371383667,0.5487556457519531,0.5559033751487732,0.5600350499153137,0.5622204542160034,0.5634026527404785,0.947420607508241,0.9775752123284661,0.9640195893499092,0.9577074476744313,0.9491476723017888,0.949937957636163,0.0019462608568647437,0.0011650830795413918,0.0012831894085074584,0.001242820602308807,0.0013817057127461134,0.0017124764116187112,4233
vae,gformula,oulad,0,5,all,1,0.5367487668991089,0.5483177304267883,0.555553138256073,0.5595820546150208,0.5618532299995422,0.5631319880485535,0.53665691614151,0.5481639504432678,0.555402934551239,0.5594065189361572,0.5616539120674133,0.5629678964614868,0.5368315577507019,0.5484423637390137,0.5557194352149963,0.5597522258758545,0.5620275139808655,0.5632926225662231,0.9703216697624674,0.9807838701401694,0.9716224016160997,0.9611134188675223,0.9523969345296699,0.9527457046237618,0.0010901854897296085,0.0009760933621740936,0.0011154229834798271,0.0015425526958739019,0.0021293382290818335,0.0021117701101340544,4233
vae,gformula,oulad,0,5,low,0,0.5366787314414978,0.5481600761413574,0.5550884008407593,0.5590958595275879,0.5611702799797058,0.5622168779373169,0.5365493893623352,0.5479545593261719,0.5548892617225647,0.5588072538375854,0.5609289407730103,0.5619691610336304,0.53680419921875,0.5483227372169495,0.555297315120697,0.5593005418777466,0.5614051222801208,0.562446653842926,0.9493722002522832,0.9784238928492879,0.9642883695345011,0.9584942176910074,0.9487061397804943,0.9492293628722308,0.0020417989197294025,0.0012854795348690806,0.002037282498460439,0.002161386363563669,0.0022194935294222984,0.00180160279203907,2315
vae,gformula,oulad,0,5,low,1,0.5365252494812012,0.5477798581123352,0.5549042224884033,0.5589556097984314,0.5611734986305237,0.5622656345367432,0.536385178565979,0.5475826263427734,0.554699718952179,0.558709979057312,0.5609498023986816,0.5620585083961487,0.5366637706756592,0.5479612350463867,0.5551379919052124,0.5591643452644348,0.5614348649978638,0.5625222325325012,0.9717063761964342,0.9812846376922295,0.971368272789064,0.9610725479454082,0.9511959099396444,0.9512019049675986,0.0013121771303241103,0.0013875800874724718,0.0016279534973654736,0.0021646026124983184,0.0025760975282155775,0.003328850421014532,2315
vae,gformula,oulad,0,5,high,0,0.5372135043144226,0.5493195056915283,0.5566322207450867,0.5608214735984802,0.56321781873703,0.5643404126167297,0.5370531678199768,0.5491352677345276,0.5563929080963135,0.5605512261390686,0.5629550814628601,0.5640605092048645,0.5373571515083313,0.5495132207870483,0.5568543672561646,0.5610751509666443,0.56344074010849,0.5646294355392456,0.9467502062513888,0.977816411957914,0.9649184257281525,0.9588633336156119,0.9506002066810876,0.9527773070780517,0.001933903310875982,0.0016059416268997954,0.0023133189531562813,0.0029948529465498343,0.0031024401921116726,0.0029797257492013654,1918
vae,gformula,oulad,0,5,high,1,0.5370736122131348,0.5487463474273682,0.5562217235565186,0.560638427734375,0.5630626678466797,0.5642233490943909,0.5369200110435486,0.5485635995864868,0.5560116767883301,0.5603669285774231,0.56280517578125,0.5639768242835999,0.537205159664154,0.5489259958267212,0.5564673542976379,0.5608811974525452,0.5633451342582703,0.5644985437393188,0.9692568901723311,0.9808657902828978,0.9725763630034546,0.9622872146069501,0.9543307217777082,0.9553674698969175,0.0020264308053336926,0.0012512150799736687,0.0016977258898085044,0.0023354765737377634,0.0027859054277186404,0.0026452718744589994,1918
vae,gformula,oulad,5,5,all,0,0.5651857852935791,0.5651775002479553,0.5649309158325195,0.5647166967391968,0.5643988251686096,0.5641611814498901,0.5650274753570557,0.5650138258934021,0.5647760033607483,0.5645373463630676,0.5642260313034058,0.563974916934967,0.5653389096260071,0.5653384327888489,0.5651012063026428,0.5649078488349915,0.564580500125885,0.564328134059906,0.9436007926090652,0.9558657847038804,0.9653096263591984,0.9672351433446691,0.974076974173312,0.9719055659566045,0.0016847799549505659,0.0012709101948286373,0.00122419604107721,0.001178485856839462,0.001395015900857007,0.0019484929427957267,4233
vae,gformula,oulad,5,5,all,1,0.5643540620803833,0.5646381974220276,0.5645232200622559,0.5643683075904846,0.5641971230506897,0.5640150308609009,0.5641326308250427,0.5644347071647644,0.5643647909164429,0.5641943216323853,0.564034104347229,0.563840389251709,0.564534068107605,0.564833402633667,0.5646966099739075,0.5645489692687988,0.5643627047538757,0.5642206072807312,0.9588341480001616,0.9596931128299658,0.9698532939579276,0.9681245272331719,0.9728227546693382,0.9708089398620781,0.001657102743206629,0.001649358385747308,0.0015634614572127795,0.0018918398513381237,0.0016344249664748368,0.0019815098913032575,4233
vae,gformula,oulad,5,5,low,0,0.5639359951019287,0.5640045404434204,0.5638688802719116,0.5637336373329163,0.5633542537689209,0.5631246566772461,0.5637082457542419,0.5637801289558411,0.5636364221572876,0.5634949207305908,0.5631211996078491,0.5628622770309448,0.5641699433326721,0.5642300844192505,0.5641375184059143,0.5639710426330566,0.5635831356048584,0.5633492469787598,0.9423816668326847,0.954468660154484,0.9646024868161724,0.9671646396029043,0.9741544105648282,0.9707931288492689,0.0032322738296669154,0.0026671457869300997,0.002060092802078534,0.0022866608256263397,0.0023080339740199633,0.0024357466800380362,2315
vae,gformula,oulad,5,5,low,1,0.5633864402770996,0.5636918544769287,0.5633881092071533,0.5633500814437866,0.5632268786430359,0.5630021691322327,0.5631365776062012,0.5634461045265198,0.5631688237190247,0.5631288886070251,0.5630133152008057,0.5627866983413696,0.5636075139045715,0.5639485716819763,0.5636590719223022,0.5636042356491089,0.5634100437164307,0.563245952129364,0.9578454578228603,0.9585545000740208,0.9694200811998591,0.9677065272523976,0.9738059805827677,0.9707928242690839,0.0018575725139657595,0.0016940110399016278,0.0020092253639175323,0.0021115029416154444,0.0017629569661317555,0.0020612729507927135,2315
vae,gformula,oulad,5,5,high,0,0.566306471824646,0.5663660168647766,0.566232442855835,0.5659441947937012,0.5656799077987671,0.565248429775238,0.5660257935523987,0.5661069750785828,0.5659621953964233,0.5657025575637817,0.5654622316360474,0.5650184154510498,0.5665735602378845,0.5667096972465515,0.5664806365966797,0.5661989450454712,0.565929651260376,0.5655014514923096,0.9452079787656966,0.9575547808258523,0.9664601390882132,0.9684500233031985,0.9737082320541857,0.9723130841209899,0.0030806533849753724,0.002647717946386255,0.002190075209116353,0.0021179810447721306,0.002079970273174659,0.002454700871555505,1918
vae,gformula,oulad,5,5,high,1,0.5655409097671509,0.5659433603286743,0.5658684372901917,0.5656460523605347,0.5654277205467224,0.5653785467147827,0.5652866363525391,0.5656737089157104,0.5656514763832092,0.5654118061065674,0.5651745200157166,0.5651302337646484,0.5658290982246399,0.5662143230438232,0.5661530494689941,0.5659258365631104,0.5656868815422058,0.5656257271766663,0.9599898978731434,0.960769244077345,0.9704984148582779,0.9685038417081561,0.9719192735803652,0.9715675328894715,0.002664405380607415,0.0020695446278636035,0.0018799365052601263,0.0022205775777056555,0.0030098536619359703,0.0032578479722530154,1918
vae,gformula,oulad,10,5,all,0,0.5637428164482117,0.5637915730476379,0.5631759166717529,0.5629331469535828,0.562730610370636,0.5626848340034485,0.5635401010513306,0.5636257529258728,0.5630267858505249,0.5627953410148621,0.5625920295715332,0.5625118017196655,0.5639503598213196,0.5639852285385132,0.5633342266082764,0.5630980134010315,0.5628641843795776,0.5628417134284973,0.9662626831284966,0.9698016987536077,0.8800164043903351,0.8974807577487081,,,0.0019062524466393225,0.0018042864453643246,0.012364140031003808,0.013328830146368861,,,4233
vae,gformula,oulad,10,5,all,1,0.5635101199150085,0.5633470416069031,0.5630757212638855,0.5627846717834473,0.5625503659248352,0.5625467300415039,0.5633255243301392,0.5631833672523499,0.562900722026825,0.5626382231712341,0.5623898506164551,0.5624088048934937,0.5637001395225525,0.5635514855384827,0.563213586807251,0.5629213452339172,0.5626952052116394,0.5626742839813232,0.975710656905029,0.9728949262559485,0.8878828121367656,0.8915351277869193,,,0.0019561312010155183,0.0020752648173285046,0.012469248085364459,0.011684890381948063,,,4233
vae,gformula,oulad,10,5,low,0,0.5628498196601868,0.5627442002296448,0.5623776912689209,0.5620179176330566,0.5619545578956604,0.5617555975914001,0.5625849962234497,0.5624974370002747,0.5621200203895569,0.561815083026886,0.5617683529853821,0.5615769624710083,0.5631241202354431,0.5629966855049133,0.5626161098480225,0.5622035264968872,0.5621238946914673,0.5619471073150635,0.964262208905285,0.966826059030635,0.8850706475786865,0.8993832532139052,,,0.0028925254970522886,0.0035119782707526298,0.017388001800950317,0.013884210346173223,,,2315
vae,gformula,oulad,10,5,low,1,0.5623225569725037,0.5625032782554626,0.561994731426239,0.5619531869888306,0.5617193579673767,0.5618977546691895,0.5620483756065369,0.5622681975364685,0.5617673993110657,0.5617560744285583,0.561506986618042,0.5617115497589111,0.5625750422477722,0.5627638101577759,0.5622014999389648,0.5621408224105835,0.561907947063446,0.56207275390625,0.9756396310026911,0.9723175969723213,0.8952076127353523,0.8975184291601179,,,0.0017139496603196297,0.0017451905553946476,0.013888463833212905,0.017303032666727496,,,2315
vae,gformula,oulad,10,5,high,0,0.5650648474693298,0.5648784041404724,0.5643199682235718,0.5639978051185608,0.5638522505760193,0.5637679100036621,0.5647633075714111,0.5645870566368103,0.5640648603439331,0.5637902021408081,0.563651442527771,0.5635764002799988,0.5653488636016846,0.5652033090591431,0.5645970702171326,0.564243495464325,0.564078152179718,0.5639971494674683,0.9667177939495328,0.9718948174532004,0.8729321042696634,0.8937722710010249,,,0.003093058949932967,0.0033247547558412794,0.018958602216484082,0.018614513717187847,,,1918
vae,gformula,oulad,10,5,high,1,0.5645753741264343,0.5646185278892517,0.5640003681182861,0.5638832449913025,0.5637757778167725,0.5636789202690125,0.5642642378807068,0.5643333792686462,0.5637935400009155,0.563614547252655,0.5635314583778381,0.5634891390800476,0.5648835301399231,0.5648981332778931,0.564261257648468,0.564107358455658,0.5639863014221191,0.5638843774795532,0.9756615008702323,0.9732184875942277,0.873448133882549,0.8739484964624833,,,0.0024179481787605134,0.0037385303992031366,0.03264594952396628,0.037467832989618775,,,1918
diffusion,gformula,oulad,0,5,all,0,0.5368646383285522,0.5485954284667969,0.555819034576416,0.5598894357681274,0.5620777010917664,0.5632853507995605,0.5367766618728638,0.5484569668769836,0.5556696057319641,0.559708297252655,0.5618988275527954,0.5631181597709656,0.5369570851325989,0.5487285852432251,0.5559964776039124,0.5600666999816895,0.562242329120636,0.563464879989624,0.6071077209423361,0.637086478950679,0.6319420493260357,0.633119724614715,0.631045069913799,0.6322129889052738,0.006911846057154162,0.005588675728156473,0.0066554117376276724,0.007177852114882555,0.007930153301384723,0.009847265747834675,4233
diffusion,gformula,oulad,0,5,all,1,0.5367000699043274,0.5483990907669067,0.5555345416069031,0.55973219871521,0.5619519948959351,0.5630857944488525,0.5366020202636719,0.5482584834098816,0.5553747415542603,0.5595792531967163,0.56177818775177,0.5629163384437561,0.5367974042892456,0.5485308766365051,0.5556977391242981,0.5599154233932495,0.5621297359466553,0.5632438063621521,0.6597614308382027,0.6474189932360024,0.6401380432557343,0.6395104645460653,0.6372824801490038,0.6349400864658576,0.006985957445170847,0.007064085548566833,0.007078583295800387,0.005555977929212327,0.005809714014763596,0.008400202969515408,4233
diffusion,gformula,oulad,0,5,low,0,0.5366730690002441,0.5482061505317688,0.5551066994667053,0.5591535568237305,0.5613008737564087,0.5622751712799072,0.536536455154419,0.5480181574821472,0.5548859238624573,0.5589686632156372,0.5610908269882202,0.5620386004447937,0.5367870330810547,0.5483960509300232,0.5553262233734131,0.5593968033790588,0.5615136623382568,0.5624977946281433,0.6046519015687075,0.6355813374215782,0.6352590660413132,0.6377568792317063,0.631441342754469,0.6300001497484911,0.00890024596081124,0.0066167280603969215,0.010326765671605582,0.009949877273942729,0.010448086085655539,0.013607678358626557,2315
diffusion,gformula,oulad,0,5,low,1,0.5366231799125671,0.5479750633239746,0.5549942851066589,0.5588833689689636,0.5611593127250671,0.5621088743209839,0.5364918112754822,0.5478114485740662,0.5547953248023987,0.5586721897125244,0.5609539747238159,0.561855673789978,0.5367628931999207,0.5481647849082947,0.55519038438797,0.559101402759552,0.5613968968391418,0.5623766779899597,0.6644705893803187,0.6464452037254298,0.6447007933865241,0.6431009031594257,0.6367719612478633,0.6393797344860592,0.010045403900644621,0.011048645692791424,0.007742979231466099,0.008247541603319839,0.009038716883198432,0.011232644957829422,2315
diffusion,gformula,oulad,0,5,high,0,0.5371770262718201,0.5492170453071594,0.5565553903579712,0.5607324242591858,0.5631299018859863,0.5643802881240845,0.5370485782623291,0.5490530729293823,0.5563258528709412,0.560531735420227,0.5629019737243652,0.5641418099403381,0.5372958779335022,0.549426257610321,0.5567842125892639,0.5609753727912903,0.5634005069732666,0.5646141767501831,0.6113799855364934,0.6420101625945236,0.6325920528168176,0.6398623772835113,0.633846232811001,0.63182292864416,0.010943508384920591,0.013727303110565725,0.010378422188772123,0.011217382818128304,0.010784460596531044,0.014175218745256202,1918
diffusion,gformula,oulad,0,5,high,1,0.5370038747787476,0.5488926768302917,0.5562726259231567,0.5605005621910095,0.5630269646644592,0.5643640160560608,0.5368599891662598,0.5487020015716553,0.5560623407363892,0.560267448425293,0.5627620816230774,0.5641384720802307,0.5371528267860413,0.5491218566894531,0.5564892292022705,0.5607293844223022,0.5632812976837158,0.5646052360534668,0.6575506467378258,0.6452269493841924,0.6403729247214853,0.6417274217103681,0.6351470623998833,0.6362643581025538,0.010892281738352317,0.012204945794130374,0.009329664039567736,0.009287736411574555,0.01073907406355394,0.015273413720754445,1918
diffusion,gformula,oulad,5,5,all,0,0.5650611519813538,0.5650420188903809,0.5649297833442688,0.5647697448730469,0.5642997026443481,0.5640814304351807,0.5648859739303589,0.5648624300956726,0.5647388100624084,0.5645932555198669,0.5641418099403381,0.563907265663147,0.5652337074279785,0.5652095675468445,0.5651426911354065,0.5649418234825134,0.5644607543945312,0.5642363429069519,0.6094566867890123,0.6351346459604965,0.6421875625496647,0.6471678778760852,0.6473752538237525,0.6525869159689461,0.008104284559273377,0.010265123896710934,0.011795573061700267,0.009709464308259199,0.011471799271712805,0.01375627999115587,4233
diffusion,gformula,oulad,5,5,all,1,0.564498245716095,0.5646121501922607,0.5645390748977661,0.5644543766975403,0.5641167163848877,0.5639994740486145,0.5642794370651245,0.5644492506980896,0.5643596649169922,0.5642991065979004,0.5639514327049255,0.5638424754142761,0.5646718740463257,0.5647845268249512,0.5647239089012146,0.5646207332611084,0.5643061399459839,0.5641803741455078,0.6580634146660951,0.6401869142105061,0.6496546604271007,0.6521383923965494,0.6547694913374879,0.6540978861538076,0.007223375108127929,0.006647947167734457,0.008121450656705434,0.009641981293654301,0.011493579491828814,0.01250415514892076,4233
diffusion,gformula,oulad,5,5,low,0,0.5641023516654968,0.5641868710517883,0.5637795925140381,0.5636184215545654,0.5635064840316772,0.5631599426269531,0.5638716220855713,0.5639405250549316,0.5635451674461365,0.5633663535118103,0.5633095502853394,0.562907874584198,0.5643211603164673,0.5644081830978394,0.5639894604682922,0.5638290047645569,0.5637348294258118,0.5634291768074036,0.6033583756380193,0.63376153646939,0.6428947456022397,0.6426940097300888,0.6526693357383582,0.6553194760360113,0.01186774005656942,0.014074598374188603,0.013872911785194897,0.012871277124025566,0.017715177169713384,0.01492296456403279,2315
diffusion,gformula,oulad,5,5,low,1,0.5633517503738403,0.5635818243026733,0.5634139776229858,0.5634267330169678,0.5632363557815552,0.5630530118942261,0.5630736947059631,0.5633428692817688,0.5631858110427856,0.563179612159729,0.5629943609237671,0.562809944152832,0.5636332631111145,0.5638207197189331,0.563675045967102,0.5636559128761292,0.563448429107666,0.5632799863815308,0.6625131803976079,0.6431306844383264,0.650532806197919,0.6488652573742055,0.6582624745487043,0.6543366421458161,0.011106295499827628,0.011304617279546037,0.01399462523650966,0.013212331210965945,0.016202288260782367,0.015451110675668537,2315
diffusion,gformula,oulad,5,5,high,0,0.5663750171661377,0.5663899779319763,0.566338300704956,0.5657473802566528,0.5655398368835449,0.5653536319732666,0.5661106109619141,0.566148042678833,0.5660912394523621,0.5654761791229248,0.5653029084205627,0.5651074051856995,0.5666059851646423,0.5666552186012268,0.5665987133979797,0.5660926103591919,0.5658008456230164,0.5656319260597229,0.6061682971116877,0.632826985887093,0.6412450129303762,0.6443296206591914,0.6406646602436216,0.6361892263782053,0.012908331015818208,0.01687402038724312,0.014956424662797946,0.01139069175103632,0.018208684072794093,0.020994932176851732,1918
diffusion,gformula,oulad,5,5,high,1,0.5655637383460999,0.5657775402069092,0.5659310817718506,0.565684974193573,0.5653403997421265,0.5653016567230225,0.565307080745697,0.5655187368392944,0.5657081007957458,0.5654051303863525,0.5651146173477173,0.5650172233581543,0.5658529996871948,0.5660804510116577,0.5661831498146057,0.5659576058387756,0.5655914545059204,0.5655996203422546,0.6622502930713241,0.6418294978437127,0.6447419402856693,0.6481635169842794,0.6553190497540242,0.6475314143332318,0.012854176877126587,0.012410938357459135,0.012045294876506287,0.015050640041928859,0.017961389786252648,0.01811556359882342,1918
diffusion,gformula,oulad,10,5,all,0,0.5637734532356262,0.5636795163154602,0.5633894205093384,0.5630199313163757,0.5626288652420044,0.5627341270446777,0.5635908842086792,0.5635018944740295,0.563251793384552,0.5628767013549805,0.5624942779541016,0.5625777244567871,0.5639846920967102,0.563849925994873,0.5635544061660767,0.5631580948829651,0.5627636313438416,0.5628607273101807,0.6174782675510747,0.6581619562084711,0.6025307619706991,0.589450934479828,,,0.014738145223088403,0.015580792094301583,0.03582679896811593,0.06242736227080253,,,4233
diffusion,gformula,oulad,10,5,all,1,0.5633928775787354,0.563401460647583,0.5630043148994446,0.5626873970031738,0.5627466440200806,0.5625776052474976,0.563169538974762,0.5632131099700928,0.5628460049629211,0.5625379681587219,0.5625995397567749,0.5624350309371948,0.5636201500892639,0.5635926723480225,0.563145101070404,0.5628390908241272,0.5629070401191711,0.5627109408378601,0.6669190547971706,0.6542894492603236,0.5925114861261342,0.6072738282317913,,,0.013150537833601377,0.01586756570490121,0.04591775655737421,0.0672955306946728,,,4233
diffusion,gformula,oulad,10,5,low,0,0.5626242756843567,0.5627862811088562,0.5623617768287659,0.5621671080589294,0.5620120763778687,0.5619407892227173,0.5623199939727783,0.5625123381614685,0.5621430277824402,0.5619592070579529,0.5618239045143127,0.5617372393608093,0.5629162788391113,0.5629990100860596,0.5625729560852051,0.5623847842216492,0.5621721148490906,0.5621396899223328,0.6210753476575692,0.6534087721919626,0.5899784147088991,0.5923483738017932,,,0.015954757232910732,0.023492230753833037,0.05172242522963884,0.07764910713644706,,,2315
diffusion,gformula,oulad,10,5,low,1,0.5624006986618042,0.5626016855239868,0.5621786117553711,0.5619562268257141,0.5618634223937988,0.5617756843566895,0.5621758699417114,0.5623173117637634,0.5619496703147888,0.5617542862892151,0.5616949200630188,0.5615947246551514,0.5626633167266846,0.5628505349159241,0.562375009059906,0.5621680617332458,0.5620468258857727,0.5619691014289856,0.6756592535710026,0.656377200668606,0.602356290918239,0.5792066600646303,,,0.01972232263483709,0.024076228944805718,0.051250344594683396,0.05973011549960954,,,2315
diffusion,gformula,oulad,10,5,high,0,0.5649739503860474,0.5650464296340942,0.5641575455665588,0.5640630125999451,0.5637611150741577,0.5636079907417297,0.5647062063217163,0.5647380948066711,0.5639197826385498,0.5638277530670166,0.5635563731193542,0.5633887052536011,0.5652696490287781,0.5653557181358337,0.564375102519989,0.5643113255500793,0.5639858245849609,0.563863217830658,0.6178263187533534,0.6579977625655272,0.5784476603120048,0.6004403943698362,,,0.02047878884112117,0.01956951938038352,0.05736882885524712,0.0758188297264238,,,1918
